,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
1423,Real Life,contemporary fiction,3.85,0,1,0,Brandon Taylor,336.0,198.0,129.0,30.0,379,30,Jul,2020,Daunt Books,London,United Kingdom,English,"4,031",57.78
1424,A Prayer for Owen Meany,contemporary fiction,4.23,1,1,0,John Irving,640.0,176.0,120.0,35.0,299,7,Jun,2013,HarperCollins Publishers Inc,United States,United States,English,"25,050",49.97
1425,Britt-Marie Was Here,contemporary fiction,4.06,1,1,0,Fredrik Backman,320.0,196.0,128.0,24.0,220,17,Nov,2016,Hodder & Stoughton,London,United Kingdom,English,"1,895",44.81
1426,A Feast for Crows (Reissue),contemporary fiction,4.14,1,1,0,George R.R. Martin,864.0,198.0,129.0,48.0,590,1,Sep,2011,HarperCollins Publishers,London,United Kingdom,English,"10,275",64.38
1427,Lolita,contemporary fiction,3.88,0,1,0,Vladimir Nabokov,336.0,203.0,129.0,18.0,244,1,Sep,2005,Random House USA Inc,New York,United States,English,"11,084",62.16
1428,Maybe in Another Life : A Novel,contemporary fiction,3.78,0,1,0,Taylor Jenkins Reid,352.0,210.0,135.0,23.0,272,14,Jan,2016,Simon & Schuster,New York,United States,English,"56,752",69.31
1429,Delirium (Delirium Trilogy 1),contemporary fiction,3.96,0,1,0,Lauren Oliver,416.0,198.0,129.0,26.0,290,4,Aug,2011,Hodder & Stoughton,United Kingdom,United Kingdom,English,"10,286",46.26
1430,Invisible Man,contemporary fiction,3.89,0,1,0,Ralph Ellison,608.0,181.0,111.0,36.0,327,14,Aug,2014,Penguin Books Ltd,London,United Kingdom,English,"97,406",55.29
1431,10 Minutes 38 Seconds in this Strange World : SHORTLISTED FOR THE BOOKER PRIZE 2019,contemporary fiction,4.09,1,1,0,Elif Shafak,320.0,198.0,129.0,19.0,227,6,Aug,2020,Penguin Books Ltd,London,United Kingdom,English,"11,807",51.53
1432,On Chesil Beach,contemporary fiction,3.59,0,1,0,Ian McEwan,176.0,198.0,129.0,14.0,157,3,Jan,2008,Vintage Publishing,London,United Kingdom,English,"10,350",50.08
1433,The Unlikely Pilgrimage Of Harold Fry : The uplifting and redemptive No. 1 Sunday Times bestseller,contemporary fiction,3.91,0,1,0,Rachel Joyce,384.0,198.0,127.0,127.0,262,2,Jan,2013,Transworld Publishers Ltd,London,United Kingdom,English,"10,212",63.69
1434,Star Sullivan,contemporary fiction,3.54,0,1,0,Maeve Binchy,128.0,197.0,128.0,8.0,95,29,Oct,2013,Orion Publishing Co,London,United Kingdom,English,"10,402",22.93
1435,Cloud Atlas : A Novel,contemporary fiction,4.0,1,1,0,David Mitchell,528.0,216.0,140.0,29.0,397,17,Aug,2004,Random House USA Inc,New York,United States,English,"78,853",71.47
1436,Chocolat : (Chocolat 1),contemporary fiction,3.95,0,1,0,Joanne Harris,384.0,198.0,127.0,23.0,262,1,Mar,2000,Transworld Publishers Ltd,London,United Kingdom,English,"5,039",43.53
1437,Porno,contemporary fiction,3.77,0,1,0,Irvine Welsh,496.0,198.0,129.0,31.0,341,23,Sep,2003,Vintage Publishing,London,United Kingdom,English,"7,323",40.0
1438,The Group : 'A beautifully managed novel . . . I consider it a masterpiece' Hilary Mantel,contemporary fiction,3.67,0,1,0,Mary McCarthy,448.0,196.0,129.0,30.0,355,3,Dec,2009,"Little, Brown Book Group",London,United Kingdom,English,"39,970",50.04
1439,With the Fire on High : From the winner of the CILIP Carnegie Medal 2019,contemporary fiction,4.22,1,1,0,Elizabeth Acevedo,400.0,198.0,129.0,22.0,292,19,Sep,2019,Hot Key Books,London,United Kingdom,English,"18,756",43.2
1440,The Kite Runner,contemporary fiction,4.32,1,1,0,Khaled Hosseini,416.0,171.0,105.0,22.0,204,1,Mar,2013,Penguin Putnam Inc,United States,United States,English,"50,911",48.8
1441,The Twelve (Book Two of The Passage Trilogy) : A Novel (Book Two of The Passage Trilogy),contemporary fiction,4.01,1,1,0,Justin Cronin,624.0,174.0,107.0,27.0,290,18,Apr,2013,Random House USA Inc,New York,United States,English,"23,712",51.19
1442,Salmon Fishing in the Yemen,contemporary fiction,3.54,0,1,0,Paul Torday,352.0,200.0,128.0,24.0,320,14,Jun,2007,Orion Publishing Co,London,United Kingdom,English,"10,461",49.31
1443,Wild Fire,contemporary fiction,4.21,1,1,0,Ann Cleeves,416.0,196.0,130.0,27.0,294,21,Feb,2019,Pan Macmillan,London,United Kingdom,English,"9,842",37.09
1444,Ella Minnow Pea : A Novel in Letters,contemporary fiction,3.89,0,1,0,Mark Dunn,224.0,202.0,131.0,15.0,204,17,Sep,2002,Random House USA Inc,New York,United States,English,"11,418",60.85
1445,Philomena : The True Story of a Mother and the Son She Had to Give Away (Film Tie-in Edition),contemporary fiction,3.71,0,1,0,Martin Sixsmith,480.0,197.0,130.0,34.0,320,15,Oct,2013,Pan Macmillan,London,United Kingdom,English,"54,953",51.31
1446,Difficult Women,contemporary fiction,3.98,0,1,0,Roxane Gay,272.0,234.0,155.0,21.0,341,3,Jan,2017,"Little, Brown Book Group",London,United Kingdom,English,"9,112",59.81
1447,"Arsene Lupin, Gentleman-Thief",contemporary fiction,3.83,0,1,0,Maurice Leblanc,304.0,199.0,130.0,18.0,225,26,Jul,2007,Penguin Books Ltd,London,United Kingdom,English,"24,042",63.84
1448,Crash,contemporary fiction,3.68,0,1,0,J. G. Ballard,208.0,198.0,129.0,13.0,150,15,Oct,2011,HarperCollins Publishers,London,United Kingdom,English,"25,103",50.18
1449,Dear John,contemporary fiction,4.03,1,1,0,Nicholas Sparks,368.0,198.0,129.0,23.0,256,29,Nov,2007,"Little, Brown Book Group",London,United Kingdom,English,"10,314",45.56
1450,Tell the Wolves I'm Home,contemporary fiction,4.02,1,1,0,Carol Rifka Brunt,384.0,198.0,130.0,24.0,260,14,Feb,2013,Pan Macmillan,London,United Kingdom,English,"59,041",45.7
1451,Paradise,contemporary fiction,3.63,0,1,0,Abdulrazak Gurnah,256.0,198.0,129.0,16.0,188,15,Nov,2004,Bloomsbury Publishing PLC,London,United Kingdom,English,"1,453",54.13
1452,A Hero Born : Legends of the Condor Heroes Vol. 1,contemporary fiction,4.01,1,1,0,Jin Yong,416.0,196.0,126.0,32.0,280,18,Oct,2018,Quercus Publishing,London,United Kingdom,English,"38,780",50.42
1453,Mrs Palfrey At The Claremont : A Virago Modern Classic,contemporary fiction,3.98,0,1,0,Elizabeth Taylor,208.0,195.0,128.0,13.0,170,6,Apr,2006,"Little, Brown Book Group",London,United Kingdom,English,"5,598",43.78
1454,My Best Friend's Exorcism : A Novel,contemporary fiction,3.98,0,1,0,Grady Hendrix,336.0,229.0,152.0,23.0,403,11,Jul,2017,Quirk Books,Philadelphia,United States,English,"4,479",54.46
1455,Island,contemporary fiction,4.18,1,1,0,Alistair MacLeod,448.0,198.0,129.0,27.0,309,5,Sep,2002,Vintage Publishing,London,United Kingdom,English,"10,492",56.33
1456,Atonement,contemporary fiction,3.92,0,1,0,Ian McEwan,384.0,198.0,129.0,23.0,305,9,Aug,2007,Vintage Publishing,London,United Kingdom,English,"85,537",56.24
1457,A God in Ruins : Costa Novel Award Winner 2015,contemporary fiction,3.93,0,1,0,Kate Atkinson,576.0,198.0,127.0,34.0,388,31,Dec,2015,Transworld Publishers Ltd,London,United Kingdom,English,"20,637",56.8
1458,The Temple Of The Golden Pavilion,contemporary fiction,3.99,0,1,0,Yukio Mishima,256.0,198.0,129.0,16.0,181,28,Jun,2011,Vintage Publishing,London,United Kingdom,English,"4,936",53.68
1459,The Year Of The Flood,contemporary fiction,4.03,1,1,0,Margaret Atwood,528.0,197.0,128.0,35.0,406,1,Jan,2021,"Little, Brown Book Group",London,United Kingdom,English,"10,589",53.03
1460,Thief Of Time : (Discworld Novel 26),contemporary fiction,4.21,1,1,0,Terry Pratchett,432.0,178.0,110.0,26.0,229,1,May,2002,Transworld Publishers Ltd,London,United Kingdom,English,"10,021",48.4
1461,Beautiful Stranger,contemporary fiction,4.18,1,1,0,Christina Lauren,352.0,210.0,135.0,23.0,306,6,Jun,2013,SIMON & SCHUSTER,New York,NY,English,"32,348",68.19
1462,The Muse,contemporary fiction,3.84,0,1,0,Jessie Burton,464.0,197.0,131.0,30.0,314,15,Jun,2017,PAN MACMILLAN,London,United Kingdom,English,"10,587",46.82
1463,"Someday, Someday, Maybe : A Novel",contemporary fiction,3.52,0,1,0,Lauren Graham,368.0,203.0,132.0,20.0,272,25,Mar,2014,Random House USA Inc,New York,United States,English,"10,568",59.64
1464,Warrior of the Light,contemporary fiction,3.69,0,1,0,Paulo Coelho,136.0,171.0,106.0,10.0,454,28,Jun,2011,Harper,United States,United States,English,"10,670",60.81
1465,See Me : A stunning love story that will take your breath away,contemporary fiction,3.98,0,1,0,Nicholas Sparks,512.0,199.0,164.0,34.0,347,2,Jun,2016,"Little, Brown Book Group",London,United Kingdom,English,"10,583",49.38
1466,Turn a Blind Eye,contemporary fiction,4.16,1,1,0,Jeffrey Archer,384.0,178.0,111.0,30.0,214,1,Sep,2021,Pan Macmillan,London,United Kingdom,English,"10,559",45.96
1467,The Empire of Gold,contemporary fiction,4.51,1,1,0,S. A. Chakraborty,800.0,198.0,129.0,50.0,540,1,Jun,2021,HarperCollins Publishers,London,United Kingdom,English,"4,981",63.35
1468,Rita Hayworth and Shawshank Redemption,contemporary fiction,4.52,1,1,0,Stephen King,144.0,196.0,130.0,14.0,111,29,Sep,2020,Hodder & Stoughton,London,United Kingdom,English,"9,602",40.12
1469,Story of the Eye,contemporary fiction,3.65,0,1,0,Georges Bataille,128.0,198.0,129.0,7.0,100,6,Sep,2012,Penguin Books Ltd,London,United Kingdom,English,"11,894",48.9
1470,The Red Queen : Cousins' War 2,contemporary fiction,3.8,0,1,0,Philippa Gregory,416.0,198.0,130.0,36.07,302,14,Apr,2011,Simon & Schuster Ltd,London,United Kingdom,English,"39,253",55.02
1471,Solar Bones,contemporary fiction,3.83,0,1,0,Mike McCormack,272.0,198.0,129.0,17.0,184,5,Aug,2017,Canongate Books Ltd,Edinburgh,United Kingdom,English,"8,289",47.41
1472,Little Beach Street Bakery : The ultimate feel-good read from the Sunday Times bestselling author,contemporary fiction,3.87,0,1,0,Jenny Colgan,464.0,200.0,126.0,36.0,320,13,Mar,2014,"Little, Brown Book Group",London,United Kingdom,English,"71,443",48.82
1473,The Understudy,contemporary fiction,3.33,0,1,0,David Nicholls,416.0,27.0,131.0,197.0,282,4,Mar,2010,Hodder & Stoughton,London,United Kingdom,English,"59,590",46.09
1474,Erotic Stories for Punjabi Widows,contemporary fiction,3.92,0,1,0,Balli Kaur Jaswal,400.0,198.0,129.0,24.0,280,7,Sep,2017,HarperCollins Publishers,London,United Kingdom,English,"87,865",52.87
1475,The Librarian of Auschwitz : The heart-breaking Sunday Times bestseller based on the incredible true story of Dita Kraus,contemporary fiction,4.14,1,1,0,Antonio Iturbe,464.0,198.0,126.0,27.0,291,4,Apr,2019,Ebury Publishing,London,United Kingdom,English,"53,628",55.95
1476,The Perks of Being a Wallflower,contemporary fiction,4.21,1,1,0,Stephen Chbosky,224.0,175.26,124.46,12.7,204.12,12,Sep,2012,Simon & Schuster,New York,United States,English,"58,676",60.91
1477,Aisling and the City,contemporary fiction,4.14,1,1,0,Emer McLysaght,288.0,233.0,152.0,30.0,521,8,Oct,2021,Gill,Dublin,Ireland,,"72,839",71.45
1478,Medea and Other Plays,contemporary fiction,3.96,0,1,0,Euripides,256.0,198.0,129.0,15.0,191,1,May,2003,Penguin Books Ltd,London,United Kingdom,English,"11,184",50.78
1479,Pompeii,contemporary fiction,3.83,0,1,0,Robert Harris,416.0,198.0,129.0,26.0,287,2,Nov,2009,Cornerstone,London,United Kingdom,English,"82,195",52.77
1480,The Female Man,contemporary fiction,3.5,0,1,0,Joanna Russ,224.0,195.0,131.0,17.0,199,1,Jan,2011,Orion Publishing Co,London,United Kingdom,English,"75,187",35.13
1481,Birds Without Wings,contemporary fiction,4.14,1,1,0,Louis de Bernieres,640.0,198.0,129.0,33.0,461,27,Jun,2011,Vintage Publishing,London,United Kingdom,English,"85,567",61.41
1482,The First Phone Call From Heaven,contemporary fiction,3.76,0,1,0,Mitch Albom,320.0,199.0,131.0,21.0,256,15,Jan,2015,"Little, Brown Book Group",London,United Kingdom,English,"66,815",45.56
1483,Anything is Possible,contemporary fiction,3.76,0,1,0,Elizabeth Strout,272.0,198.0,129.0,17.0,196,1,Mar,2018,Penguin Books Ltd,London,United Kingdom,English,"2,913",50.89
1484,Corduroy Mansions,contemporary fiction,3.59,0,1,0,Alexander McCall Smith,352.0,198.0,129.0,22.0,252,27,Mar,2012,"Little, Brown Book Group",London,United Kingdom,English,"76,003",45.47
1485,Hotel du Lac,contemporary fiction,3.59,0,1,0,Anita Brookner,192.0,201.0,132.0,13.0,142,21,Jul,2016,Penguin Books Ltd,London,United Kingdom,English,"9,929",49.77
1486,The Crying of Lot 49,contemporary fiction,3.68,0,1,0,Thomas Pynchon,183.0,204.0,134.0,10.16,131.54,27,Jun,2011,HarperCollins Publishers Inc,New York,NY,English,"23,152",56.43
1487,The Wind-Up Bird Chronicle,contemporary fiction,4.15,1,1,0,Haruki Murakami,640.0,198.0,129.0,33.0,461,3,Jun,2011,Vintage Publishing,London,United Kingdom,English,"82,238",64.58
1488,End of Watch,contemporary fiction,4.09,1,1,0,Stephen King,384.0,197.0,144.0,25.0,268,5,Feb,2019,Hodder & Stoughton,London,United Kingdom,English,"57,072",46.13
1489,Brighton Rock,contemporary fiction,3.68,0,1,0,Graham Greene,288.0,198.0,129.0,17.0,202,2,Nov,2004,Vintage Publishing,London,United Kingdom,English,"120,098",49.76
1490,Matrix : THE NEW YORK TIMES BESTSELLER,contemporary fiction,3.83,0,1,0,Lauren Groff,272.0,234.0,153.0,20.0,334,23,Sep,2021,Cornerstone,London,United Kingdom,English,"12,300",68.8
1491,Raising Steam : (Discworld novel 40),contemporary fiction,3.97,0,1,0,Terry Pratchett,480.0,178.0,110.0,29.0,253,9,Oct,2014,Transworld Publishers Ltd,London,United Kingdom,English,"75,594",51.58
1492,Battle Royale: Remastered,contemporary fiction,4.17,1,1,0,Koushun Takami,656.0,203.0,133.0,46.0,603,8,May,2014,"Viz Media, Subs. of Shogakukan Inc",San Francisco,United States,English,"10,095",80.35
1493,Austerlitz,contemporary fiction,3.92,0,1,0,W. G. Sebald,448.0,198.0,129.0,27.0,309,3,Nov,2011,Penguin Books Ltd,London,United Kingdom,English,"7,225",56.33
1494,The Good Girl,contemporary fiction,3.81,0,1,0,Mary Kubica,384.0,198.0,126.0,27.0,290,15,Jul,2015,HarperCollins Publishers,Richmond,United Kingdom,English,"10,890",56.24
1495,The Love Letter,contemporary fiction,4.07,1,1,0,Lucinda Riley,624.0,196.0,130.0,40.0,438,1,Nov,2018,Pan Macmillan,London,United Kingdom,English,"4,475",51.32
1496,War and Peace (Vintage Classic Russians Series) : Leo Tolstoy,contemporary fiction,4.13,1,1,0,Leo Tolstoy,1296.0,216.0,153.0,54.0,"1,132",5,Jan,2017,Vintage Publishing,London,United Kingdom,English,"4,262",78.46
1497,Snow Country,contemporary fiction,3.65,0,1,0,Yasunari Kawabata,128.0,198.0,129.0,7.0,100,6,Jan,2011,Penguin Books Ltd,London,United Kingdom,English,"11,545",52.0
1498,Junky : The Definitive Text of 'Junk',contemporary fiction,3.84,0,1,0,William S. Burroughs,208.0,198.0,129.0,12.0,157,6,Nov,2008,Penguin Books Ltd,London,United Kingdom,English,"7,242",45.09
1499,Fahrenheit 451,contemporary fiction,3.98,0,1,0,Ray Bradbury,256.0,208.28,137.16,20.32,249.48,11,Apr,2012,Simon & Schuster,New York,NY,English,"10,799",64.59
1500,BOOK THREE in the Penryn and the End of Days series,contemporary fiction,4.05,1,1,0,Susan Ee,336.0,198.0,129.0,28.0,360,14,May,2015,Hodder & Stoughton General Division,London,United Kingdom,English,"56,853",47.71
1501,Do Not Say We Have Nothing,contemporary fiction,3.92,0,1,0,Madeleine Thien,480.0,198.0,129.0,28.0,333,6,Apr,2017,GRANTA BOOKS,London,United Kingdom,English,"43,447",50.07
1502,The Gormenghast Trilogy,contemporary fiction,4.0,1,1,0,Mervyn Peake,960.0,210.0,145.0,145.0,776,12,Apr,1999,Vintage Publishing,London,United Kingdom,English,"12,282",109.01
1503,Homecoming : The 100 Book Three,contemporary fiction,3.7,0,1,0,Kass Morgan,352.0,196.0,128.0,26.0,220,26,Feb,2015,Hodder & Stoughton,London,United Kingdom,English,"17,090",44.81
1504,At Swim-two-birds,contemporary fiction,3.88,0,1,0,Flann O'Brien,240.0,198.0,129.0,13.0,168,3,Dec,2008,Penguin Books Ltd,London,United Kingdom,English,"23,889",53.41
1505,Deathless,contemporary fiction,3.98,0,1,0,Catherynne M. Valente,352.0,196.0,130.0,22.0,288,20,Jun,2013,"Little, Brown Book Group",London,United Kingdom,English,"58,393",46.22
1506,Chronicle of a Death Foretold,contemporary fiction,3.97,0,1,0,Gabriel Garcia Marquez,128.0,198.0,129.0,7.0,96,6,Mar,2014,Penguin Books Ltd,London,United Kingdom,English,"78,222",48.82
1507,Killing Floor : (Jack Reacher 1),contemporary fiction,4.05,1,1,0,Lee Child,544.0,198.0,127.0,32.0,367,5,Aug,2010,Transworld Publishers Ltd,London,United Kingdom,English,"75,391",56.36
1508,Haunted,contemporary fiction,3.6,0,1,0,Chuck Palahniuk,432.0,198.0,129.0,27.0,298,4,May,2006,Vintage Publishing,London,United Kingdom,English,"86,162",56.1
1509,Waiting For The Barbarians,contemporary fiction,3.94,0,1,0,J.M. Coetzee,176.0,198.0,129.0,12.0,127,1,Dec,2004,Vintage Publishing,London,United Kingdom,English,"86,000",49.46
1510,Essays in Love,contemporary fiction,3.98,0,1,0,Alain de Botton,,,,,,9,Nov,2012,Pan Macmillan,London,United Kingdom,English,"9,932",43.29
1511,The Dog Who Came In From The Cold,contemporary fiction,3.78,0,1,0,Alexander McCall Smith,352.0,198.0,130.0,22.0,256,27,Mar,2012,"Little, Brown Book Group",London,United Kingdom,English,"10,956",45.56
1512,Eleven Minutes,contemporary fiction,3.7,0,1,0,Paulo Coelho,269.0,172.0,111.0,21.0,132,8,Jun,2011,HarperCollins Publishers,Brazil,Brazil,English,"23,964",42.02
1513,Still Alice,contemporary fiction,4.3,1,1,0,Lisa Genova,384.0,198.0,130.0,27.94,274,15,Apr,2015,Simon & Schuster Ltd,London,United Kingdom,English,"10,942",52.5
1514,My Sister's Keeper,contemporary fiction,4.08,1,1,0,Jodi Picoult,432.0,196.0,128.0,34.0,300,15,Aug,2013,HODDER & STOUGHTON,London,United Kingdom,English,"59,323",48.4
1515,"The Shelters of Stone : Earth's Children, Book Five",contemporary fiction,3.84,0,1,0,Jean M. Auel,928.0,173.0,106.0,33.0,369,1,Jul,2003,Bantam Doubleday Dell Publishing Group Inc,New York,United States,English,"11,072",47.68
1516,By the Sea,contemporary fiction,3.71,0,1,0,Abdulrazak Gurnah,256.0,198.0,129.0,17.0,209,8,Jul,2002,Bloomsbury Publishing Plc,London,United Kingdom,English,"1,128",54.56
1517,Any Human Heart : A BBC Two Between the Covers pick,contemporary fiction,4.28,1,1,0,William Boyd,528.0,198.0,129.0,30.0,351,12,Nov,2009,Penguin Books Ltd,London,United Kingdom,English,"11,038",54.09
1518,Raising Steam : (Discworld novel 40),contemporary fiction,3.97,0,1,0,Terry Pratchett,480.0,198.0,127.0,30.0,325,9,Oct,2014,Transworld Publishers Ltd,London,United Kingdom,English,"75,987",53.56
1519,Fleishman Is in Trouble : One of 2020's bestselling novels,contemporary fiction,3.64,0,1,0,Taffy Brodesser-Akner,384.0,196.0,128.0,28.0,273,9,Jul,2020,Headline Publishing Group,London,United Kingdom,English,"9,729",45.91
1520,The Edible Woman,contemporary fiction,3.68,0,1,0,Margaret Atwood,368.0,206.0,172.0,25.0,286,1,Oct,2009,"Little, Brown Book Group",London,United Kingdom,English,"10,704",48.94
1521,Only Ever Yours YA edition,contemporary fiction,3.77,0,1,0,Louise O'Neill,400.0,198.0,130.0,28.0,320,3,Jul,2014,Quercus Publishing,London,United Kingdom,English,"11,043",44.45
1522,Nine Perfect Strangers : The Number One Sunday Times bestseller from the author of Big Little Lies,contemporary fiction,3.53,0,1,0,Liane Moriarty,448.0,234.0,153.0,32.0,540,4,Oct,2018,Penguin Books Ltd,London,United Kingdom,English,"11,147",96.76
1523,Zorba the Greek,contemporary fiction,4.06,1,1,0,Nikos Kazantzakis,352.0,178.0,111.0,21.0,197,16,Oct,2008,FABER & FABER,London,United Kingdom,English,"73,780",46.34
1524,Wuthering Heights (Vintage Classics Bronte Series) : Emily Bronte,contemporary fiction,3.87,0,1,0,Emily Brontë,432.0,178.0,129.0,26.0,309,1,Apr,2016,Vintage Publishing,London,United Kingdom,English,"15,297",50.06
1525,Scott Pilgrim: Scott Pilgrim Versus the World v. 2,contemporary fiction,4.22,1,1,0,Bryan O'Malley,200.0,188.0,127.0,17.0,181,15,Jun,2005,"Oni Press,US",Portland,United States,English,"12,869",52.34
1526,We Begin at the End : Crime Novel of the Year Award Winner 2021,contemporary fiction,4.19,1,1,0,Chris Whitaker,464.0,198.0,129.0,33.0,397,6,Aug,2020,Zaffre,London,United Kingdom,English,"5,667",49.62
1527,Fables Vol. 2: Animal Farm,contemporary fiction,4.12,1,1,0,Bill Willingham,128.0,259.0,168.0,8.0,200,27,Sep,2011,DC Comics,New York,United States,English,"62,921",46.34
1528,Archangel's Blade,contemporary fiction,4.25,1,1,0,Nalini Singh,336.0,170.0,107.0,22.0,193,6,Sep,2011,Penguin Putnam Inc,New York,NY,English,"11,496",42.49
1529,The Silent Companions : The perfect spooky tale to curl up with this winter,contemporary fiction,3.9,0,1,0,Laura Purcell,384.0,198.0,129.0,30.0,273,5,Apr,2018,Bloomsbury Publishing PLC,London,United Kingdom,English,"19,662",52.72
1530,Still Me : Discover the love story that captured 21 million hearts,contemporary fiction,4.12,1,1,0,Jojo Moyes,480.0,181.0,111.0,29.0,260,7,Feb,2019,Penguin Books Ltd,London,United Kingdom,English,"11,216",51.54
1531,Lord John and the Hand of Devils,contemporary fiction,3.9,0,1,0,Diana Gabaldon,400.0,178.0,110.0,25.0,212,9,Jan,2009,Cornerstone,London,United Kingdom,English,"86,918",51.22
1532,Good Omens,contemporary fiction,4.24,1,1,0,Neil Gaiman,416.0,198.0,127.0,25.0,283,2,May,2019,Transworld Publishers Ltd,London,United Kingdom,English,"10,866",52.69
1533,Thud! : (Discworld Novel 34): from the bestselling series that inspired BBC's The Watch,contemporary fiction,4.32,1,1,0,Terry Pratchett,464.0,178.0,110.0,28.0,245,2,Oct,2006,Transworld Publishers Ltd,London,United Kingdom,English,"75,699",48.46
1534,"So Long, and Thanks for All the Fish",contemporary fiction,4.09,1,1,0,Douglas Adams,224.0,173.0,104.0,14.0,119,1,Apr,2005,Random House USA Inc,New York,United States,English,"80,771",40.16
1535,Last Chance To See,contemporary fiction,4.26,1,1,0,Douglas Adams,256.0,198.0,129.0,17.0,228,2,Nov,2009,Cornerstone,London,United Kingdom,English,"80,125",54.65
1536,The Price of Salt : Or Carol,contemporary fiction,3.99,0,1,0,Patricia Highsmith,256.0,213.0,137.0,15.0,299,14,Jan,2015,Dover Publications,,,English,"11,308",56.73
1537,Perfume : The Story of a Murderer,contemporary fiction,4.02,1,1,0,Patrick Suskind,272.0,181.0,111.0,17.0,151,6,Aug,2015,Penguin Books Ltd,London,United Kingdom,English,"23,516",49.96
1538,The Lying Life of Adults: A SUNDAY TIMES BESTSELLER,contemporary fiction,3.66,0,1,0,Elena Ferrante,300.0,224.0,153.0,28.0,400,1,Sep,2020,Europa Editions (UK) Ltd,London,United Kingdom,English,"11,116",79.41
1539,The Bonfire of the Vanities,contemporary fiction,3.86,0,1,0,Tom Wolfe,752.0,198.0,129.0,38.0,540,20,Dec,2010,Vintage Publishing,London,United Kingdom,English,"11,467",52.82
1540,The Virtue of Selfishness : Fiftieth Anniversary Edition,contemporary fiction,3.52,0,1,0,Ayn Rand,176.0,175.0,106.0,12.0,92,15,Jul,2011,Penguin Putnam Inc,New York,United States,English,"22,407",41.68
1541,A Discovery of Witches : Now a major TV series (All Souls 1),contemporary fiction,4.0,1,1,0,Deborah Harkness,704.0,177.0,115.0,45.0,364,29,Sep,2011,Headline Publishing Group,London,United Kingdom,English,"11,468",57.03
1542,Second Place : Longlisted for the Booker Prize 2021,contemporary fiction,3.77,0,1,0,Rachel Cusk,224.0,216.0,135.0,15.0,236,6,May,2021,FABER & FABER,London,United Kingdom,English,"11,549",67.05
1543,Tom Sawyer & Huckleberry Finn,contemporary fiction,4.1,1,1,0,Mark Twain,416.0,198.0,129.0,21.0,259,1,Jan,1998,Wordsworth Editions Ltd,Herts,United Kingdom,English,"8,403",33.2
1544,The Time Machine,contemporary fiction,3.9,0,1,0,H. G. Wells,128.0,198.0,129.0,7.0,100,31,Jul,2012,Penguin Books Ltd,London,United Kingdom,English,"84,980",42.57
1545,Inherent Vice,contemporary fiction,3.72,0,1,0,Thomas Pynchon,384.0,198.0,129.0,24.0,266,5,Aug,2010,Vintage Publishing,London,United Kingdom,English,"24,348",55.44
1546,The One : Now a major Netflix series!,contemporary fiction,4.13,1,1,0,John Marrs,416.0,198.0,126.0,26.0,281,4,May,2017,Cornerstone,London,United Kingdom,English,"8,780",52.64
1547,London : The Novel,contemporary fiction,4.06,1,1,0,Edward Rutherfurd,1152.0,174.0,106.0,44.0,448,1,May,1998,Random House USA Inc,New York,United States,English,"22,611",56.88
1548,The Complete Robot,contemporary fiction,4.3,1,1,0,Isaac Asimov,624.0,198.0,129.0,39.0,430,8,Aug,2018,HarperCollins Publishers,London,United Kingdom,English,"25,223",61.07
1549,The Problem With Forever,contemporary fiction,4.01,1,1,0,Jennifer L. Armentrout,480.0,198.0,126.0,30.0,330,16,Jun,2016,HarperCollins Publishers,Richmond,United Kingdom,English,"4,070",50.74
1550,The Beautiful and Damned,contemporary fiction,3.74,0,1,0,F. Scott Fitzgerald,464.0,178.0,111.0,29.0,250,31,Jan,2013,HarperCollins Publishers,London,United Kingdom,English,"88,426",32.59
1551,The Complete Cosmicomics,contemporary fiction,4.17,1,1,0,Italo Calvino,432.0,198.0,129.0,24.0,315,6,May,2010,Penguin Books Ltd,London,United Kingdom,English,"23,272",56.45
1552,House Rules,contemporary fiction,4.01,1,1,0,Jodi Picoult,,170.0,104.0,30.0,295,1,Oct,2010,SIMON & SCHUSTER,New York,United States,English,"57,198",48.86
1553,Like Water For Chocolate : No.1 international bestseller,contemporary fiction,3.95,0,1,0,Laura Esquivel,224.0,198.0,127.0,14.0,157,18,Oct,1996,Transworld Publishers Ltd,London,United Kingdom,English,"75,635",50.08
1554,The King,contemporary fiction,4.35,1,1,0,J.R. Ward,640.0,171.0,106.0,36.0,301,26,Aug,2014,Penguin Putnam Inc,United States,United States,English,"84,739",50.07
1555,Love and Other Words,contemporary fiction,4.3,1,1,0,Christina Lauren,432.0,132.0,200.0,27.0,299,2,Oct,2018,"Little, Brown Book Group",London,United Kingdom,English,612,46.44
1556,Balzac and the Little Chinese Seamstress,contemporary fiction,3.64,0,1,0,Dai Sijie,176.0,198.0,129.0,11.0,127,1,Aug,2010,Vintage Publishing,London,United Kingdom,English,"11,353",49.46
1557,Angels' Flight,contemporary fiction,4.33,1,1,0,Nalini Singh,358.0,171.0,106.0,24.89,176,3,May,2012,Penguin Putnam Inc,New York,United States,English,"11,044",41.95
1558,Mister Pip,contemporary fiction,3.65,0,1,0,Lloyd Jones,240.0,198.0,128.0,20.0,175,16,Jan,2008,John Murray Press,London,United Kingdom,English,"11,438",43.88
